일자,A,B,C,D,E,F,G,H,I,J,K
2015-10-01,3.95,237.838,2.07,62.5,12171.5,143627,1.43,4.8,48.43,99.52145458,12362.3
2015-11-01,4.06,237.336,2.26,62.5,12297.9,144048,1.38,4.8,44.27,99.41157201,12397.5
2015-12-01,3.97,236.525,2.24,62.4,12427.3,144046,1.26,4.8,38.01,99.31318476,12432.8
2016-01-01,4,236.916,2.09,62.3,12478.4,141072,1.19,5.3,30.7,99.23051812,12452.1
2016-02-01,3.96,237.111,1.78,62.7,12517.1,141903,1.05,5.2,32.18,99.17484951,12526.3
2016-03-01,3.82,238.132,1.89,62.8,12684.8,142798,1.01,5.1,38.21,99.15532342,12506.8
2016-04-01,3.62,239.261,1.81,62.7,12778.6,143892,1.04,4.7,41.58,99.15842228,12586
2016-05-01,3.65,240.229,1.81,62.7,12708.4,144541,0.99,4.5,46.74,99.17131936,12624.4
2016-06-01,3.5,241.018,1.64,63.2,12789,145205,0.91,5.1,48.25,99.18337219,12701.7
2016-07-01,3.28,240.628,1.5,63.4,12850.1,144232,0.83,5.1,44.95,99.20439166,12720.6
2016-08-01,3.32,240.849,1.56,62.9,12946.7,144485,0.82,5,45.84,99.24735392,12749.8
2016-09-01,3.41,241.428,1.63,62.8,13016.2,145151,0.86,4.8,46.57,99.32291136,12806.8
2016-10-01,3.51,241.729,1.76,62.8,13079.4,146033,0.92,4.7,49.52,99.43029734,12828.1
2016-11-01,3.86,241.353,2.14,62.6,13191.8,146465,1.16,4.4,44.73,99.55138763,12853.6
2016-12-01,4.06,241.432,2.49,62.4,13299.9,146253,1.29,4.5,53.31,99.66849222,12962.9
2017-01-01,3.92,242.839,2.43,62.5,13281.6,143377,1.22,5.1,54.58,99.76074483,13020.4
2017-02-01,3.95,243.603,2.42,62.7,13305.6,144406,1.22,4.9,54.87,99.82153744,13038.6
2017-03-01,4.01,243.801,2.48,62.9,13491.7,145062,1.17,4.6,51.59,99.85631202,13089.3
2017-04-01,3.87,244.524,2.3,62.8,13565,146086,1.06,4.1,52.31,99.87725138,13114.1
2017-05-01,3.85,244.733,2.3,62.8,13474.1,146925,1,4.1,50.33,99.9020738,13117.6
2017-06-01,3.68,244.955,2.19,63.3,13522.1,147568,0.85,4.5,46.37,99.9382068,13170.3
2017-07-01,3.7,244.786,2.32,63.5,13584.4,146465,0.95,4.6,48.48,99.98293814,13193.5
2017-08-01,3.63,245.519,2.21,63,13653.7,146782,0.87,4.5,51.7,100.05168,13234.1
2017-09-01,3.63,246.819,2.2,63,13705.5,147170,0.82,4.1,56.15,100.1379705,13353.4
2017-10-01,3.6,246.663,2.36,62.7,13750.7,148183,0.81,3.9,57.51,100.2302312,13383.4
2017-11-01,3.57,246.669,2.35,62.7,13819.9,148757,0.65,3.9,62.71,100.3158857,13479.8
2017-12-01,3.51,246.524,2.4,62.4,13945,148510,0.56,3.9,64.37,100.3962325,13609
2018-01-01,3.55,247.867,2.58,62.3,13863.1,145412,0.55,4.5,69.08,100.4818485,13628.4
2018-02-01,3.82,248.991,2.86,62.9,13849.1,146649,0.68,4.4,65.32,100.5687191,13668.3
2018-03-01,3.87,249.554,2.84,62.8,14031,147352,0.56,4.1,66.02,100.6306862,13735.4
2018-04-01,3.85,250.546,2.87,62.7,14069.5,148329,0.49,3.7,72.11,100.6581149,13792.1
2018-05-01,4,251.588,2.98,62.8,13980.4,149264,0.47,3.6,76.98,100.6574226,13860.2
2018-06-01,3.96,251.989,2.91,63.4,14074.7,149930,0.38,4.2,74.41,100.6340823,13900.2
2018-07-01,3.87,252.006,2.89,63.5,14109.6,148766,0.28,4.1,74.25,100.5899154,13952.3
2018-08-01,3.88,252.146,2.89,62.7,14164.9,149236,0.25,3.9,72.53,100.5227439,14001.1
2018-09-01,3.98,252.439,3,62.7,14199.5,149548,0.23,3.6,78.89,100.4151294,14013
2018-10-01,4.14,252.885,3.15,62.9,14201.4,150551,0.29,3.5,81.03,100.2681725,14096.5
2018-11-01,4.22,252.038,3.12,62.9,14255.1,151032,0.26,3.5,64.75,100.1040647,14160.6
2018-12-01,4.02,251.233,2.83,62.8,14448.8,150832,0.15,3.7,57.36,99.94885468,14051.7
2019-01-01,3.93,251.712,2.71,62.8,14423.8,147879,0.17,4.4,59.41,99.82040596,14090
2019-02-01,3.79,252.776,2.68,63,14401.9,148684,0.18,4.1,63.96,99.72456638,14113.9
2019-03-01,3.77,254.202,2.57,63,14572.5,149359,0.16,3.9,66.14,99.65446855,14233.8
2019-04-01,3.69,255.548,2.53,62.7,14623,150421,0.19,3.3,71.23,99.58445085,14272.6
2019-05-01,3.67,256.092,2.4,62.8,14575,151094,0.19,3.4,71.32,99.50838434,14322.1
2019-06-01,3.42,256.143,2.07,63.4,14734.8,151716,0.26,3.8,64.22,99.43025865,14376.6
2019-07-01,3.29,256.571,2.06,63.6,14814.4,150658,0.22,4,63.92,99.35534623,14448.3
2019-08-01,2.98,256.558,1.63,63.2,14896.1,151094,0.06,3.8,59.04,99.29377063,14487
2019-09-01,3.03,256.759,1.7,63.1,14986.8,151511,0.05,3.3,62.83,99.2709694,14511.2
2019-10-01,3.01,257.346,1.71,63.3,15112.2,152500,0.16,3.3,59.71,99.278352,14554.2
2019-11-01,3.06,257.208,1.81,63.2,15259.4,153095,0.2,3.3,63.21,99.29162222,14613.8
2019-12-01,3.01,256.974,1.86,63,15412.5,152846,0.25,3.4,67.31,99.28850897,14689.2
2020-01-01,2.94,257.971,1.76,63,15397.1,150055,0.24,4,63.65,99.24447302,14728.8
2020-02-01,2.78,258.678,1.5,63.3,15383.1,150968,0.17,3.8,55.66,99.15001442,14785.7
2020-03-01,3.02,258.115,0.87,62.6,16056.1,149952,0.42,4.5,32.01,97.55680425,13806
2020-04-01,2.43,256.389,0.66,60,17102.4,130253,0.44,14.4,18.38,93.3272386,12082.4
2020-05-01,2.5,256.394,0.67,60.7,17766.9,133422,0.5,13,29.38,94.70713847,13129.4
2020-06-01,2.44,257.797,0.73,61.8,18103.7,138507,0.55,11.2,40.27,96.38894556,13937.5
2020-07-01,2.14,259.101,0.62,62,18252.8,139105,0.47,10.5,43.24,97.81746245,14230.1
2020-08-01,2.25,259.918,0.65,61.8,18319.2,140727,0.51,8.5,44.74,98.41453353,14352.8
2020-09-01,2.31,260.28,0.68,61.4,18543.1,141958,0.55,7.7,40.91,98.66695103,14583.3
2020-10-01,2.35,260.388,0.79,61.7,18689.1,143565,0.64,6.6,40.19,98.98453016,14626.1
2020-11-01,2.3,260.229,0.87,61.5,18980.6,144115,0.7,6.4,42.69,99.33764341,14561
2020-12-01,2.26,260.474,0.93,61.3,19247.9,143605,0.79,6.5,49.99,99.71018332,14571.1
2021-01-01,2.45,261.582,1.08,61,19371.9,140974,0.95,6.8,54.77,100.0433056,14932.2
2021-02-01,2.7,263.014,1.26,61.3,19523.8,142129,1.14,6.6,62.28,100.3779024,14843.2
2021-03-01,3.04,264.877,1.61,61.5,19946.2,143308,1.46,6.2,65.41,100.6654689,15619.1
2021-04-01,2.9,267.054,1.64,61.4,20270.1,144358,1.47,5.7,64.81,100.8976602,15712.6
2021-05-01,2.96,269.195,1.62,61.5,20319.6,145304,1.47,5.5,68.53,100.9544787,15767.9
2021-06-01,2.79,271.696,1.52,62.1,20440.6,146493,1.32,6.1,73.16,100.9511026,15960.1
2021-07-01,2.57,273.003,1.32,62.3,20566.3,146452,1.1,5.7,75.17,100.90298,16027.9
2021-08-01,2.55,273.567,1.28,61.8,20760,146947,1.06,5.3,70.75,100.8352947,16146
2021-09-01,2.53,274.31,1.37,61.7,20931.2,147651,1.13,4.6,74.49,100.7750321,16268
2021-10-01,2.68,276.589,1.58,61.8,21098,149310,1.19,4.3,83.54,100.7217458,16473.7
2021-11-01,2.62,277.948,1.56,61.9,21334.4,150210,1.05,3.9,81.05,100.6653394,16557.9
2021-12-01,2.65,278.802,1.47,61.7,21660.3,150352,0.78,3.7,74.17,100.584478,16522.4
2022-01-01,2.93,281.148,1.76,61.9,21636.8,147505,0.78,4.4,86.51,100.4624233,16725.6
2022-02-01,3.25,283.716,1.93,62.2,21590.3,149143,0.49,4.1,97.13,100.2952716,16844.5
2022-03-01,3.43,287.504,2.13,62.4,21855.8,149905,0.22,3.8,117.25,100.0811685,17054.2
2022-04-01,3.76,289.109,2.75,62,21849.1,150957,0.21,3.3,104.58,99.82890537,17115.6
2022-05-01,4.13,292.296,2.9,62.3,21555.2,151728,0.28,3.4,113.34,99.54935661,17231.1
2022-06-01,4.24,296.311,3.14,62.5,21585.4,152607,0.14,3.8,122.71,99.2781646,17437.4
2022-07-01,4.06,296.276,2.9,62.6,21578.8,152258,-0.14,3.8,111.93,99.05571317,17405
2022-08-01,4.07,296.171,2.9,62.4,21546.4,152674,-0.35,3.8,100.45,98.89189107,17518.2
2022-09-01,4.59,296.808,3.52,62.2,21459.5,153204,-0.34,3.3,89.76,98.76894649,17628.2
2022-10-01,5.1,298.012,3.98,62.3,21362.5,154416,-0.4,3.4,93.33,98.67133397,17776.1
2022-11-01,4.9,,3.89,62.1,,154990,-0.61,3.4,91.42,,
